smiles,doi,id,group,group_name,MIC,lgMIC,scaffold,RAScore,SAScore,QED Score,MolWt,TPSA,HBD,HBA,RotatableBonds,LogP,SAS
[Cl-].ClC=1C=CC=CC1CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,7c,[Cl-].COC1=CC(C2=NC3=C(N2)C=CC=C3)=C2C=C3C4=C(CC[N+]3=CC2=C1O)C=C1OCOC1=C4,berberine,0.428,-0.368556230986828,c1ccc(Cn2c(-c3cccc4c[n+]5c(cc34)-c3cc4c(cc3CC5)OCO4)nc3ccccc32)cc1,0.4063407,8.997834860305378,0.3149721486982834,598.4860000000001,69.62,1.0,6.0,4.0,3.5157000000000025,3.180969296108656
[Cl-].ClC1=CC=C(C(Cl)=C1)CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,7d,[Cl-].COC1=CC(C2=NC3=C(N2)C=CC=C3)=C2C=C3C4=C(CC[N+]3=CC2=C1O)C=C1OCOC1=C4,berberine,0.202,-0.6946486305533762,c1ccc(Cn2c(-c3cccc4c[n+]5c(cc34)-c3cc4c(cc3CC5)OCO4)nc3ccccc32)cc1,0.48466304,9.010021345660745,0.2958062711072801,632.931,69.62,1.0,6.0,4.0,4.169100000000003,3.241502399045686
[Cl-].ClC1=CC=C(C=C1Cl)CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,7e,[Cl-].COC1=CC(C2=NC3=C(N2)C=CC=C3)=C2C=C3C4=C(CC[N+]3=CC2=C1O)C=C1OCOC1=C4,berberine,0.202,-0.6946486305533762,c1ccc(Cn2c(-c3cccc4c[n+]5c(cc34)-c3cc4c(cc3CC5)OCO4)nc3ccccc32)cc1,0.47332627,9.010021345660745,0.2958062711072801,632.931,69.62,1.0,6.0,4.0,4.169100000000003,3.2233706917286122
[Cl-].O=C(N1CCCC1)CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,8a,[Cl-].COC1=CC(C2=NC3=C(N2)C=CC=C3)=C2C=C3C4=C(CC[N+]3=CC2=C1O)C=C1OCOC1=C4,berberine,0.219,-0.6595558851598816,O=C(Cn1c(-c2cccc3c[n+]4c(cc23)-c2cc3c(cc2CC4)OCO3)nc2ccccc21)N1CCCC1,0.5071519,8.997834860305378,0.3217085118184821,585.0600000000002,89.93,1.0,7.0,4.0,1.436400000000002,3.2391025446782677
[Cl-].O=C(N1CCOCC1)CN2C(=NC=3C=CC=CC32)C=4C=C(OC)C(O)=C5C=[N+]6C(=CC45)C=7C=C8OCOC8=CC7CC6,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,8b,[Cl-].COC1=CC(C2=NC3=C(N2)C=CC=C3)=C2C=C3C4=C(CC[N+]3=CC2=C1O)C=C1OCOC1=C4,berberine,0.426,-0.370590400897281,O=C(Cn1c(-c2cccc3c[n+]4c(cc23)-c2cc3c(cc2CC4)OCO3)nc2ccccc21)N1CCOCC1,0.5648698,9.010021345660745,0.302958436872195,601.0590000000001,99.16,1.0,8.0,4.0,0.6728000000000018,3.2923721533275954
[Cl-].O=C(N(CC)CC)CN1C(=NC=2C=CC=CC21)C=3C=C(OC)C(O)=C4C=[N+]5C(=CC34)C=6C=C7OCOC7=CC6CC5,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,9a,[Cl-].COC1=CC(C2=NC3=C(N2)C=CC=C3)=C2C=C3C4=C(CC[N+]3=CC2=C1O)C=C1OCOC1=C4,berberine,0.055,-1.259637310505756,c1cc(-c2nc3ccccc3[nH]2)c2cc3[n+](cc2c1)CCc1cc2c(cc1-3)OCO2,0.71827614,8.997834860305378,0.3047066445089135,587.0760000000001,89.93,1.0,7.0,6.0,1.682400000000002,3.300065566683001
[Cl-].O=C(N(C(C)C)C(C)C)CN1C(=NC=2C=CC=CC21)C=3C=C(OC)C(O)=C4C=[N+]5C(=CC34)C=6C=C7OCOC7=CC6CC5,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,9b,[Cl-].COC1=CC(C2=NC3=C(N2)C=CC=C3)=C2C=C3C4=C(CC[N+]3=CC2=C1O)C=C1OCOC1=C4,berberine,0.416,-0.3809066693732573,c1cc(-c2nc3ccccc3[nH]2)c2cc3[n+](cc2c1)CCc1cc2c(cc1-3)OCO2,0.5593629,9.022120442345477,0.2957796718665666,615.13,89.93,1.0,7.0,6.0,2.4594000000000023,3.4055451923758815
[Cl-].O=C(OC(C)(C)C)CN1C(=NC=2C=CC=CC21)C=3C=C(OC)C(O)=C4C=[N+]5C(=CC34)C=6C=C7OCOC7=CC6CC5,https://doi.org/10.1021/acs.jafc.1c02545?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,10,[Cl-].COC1=CC(C2=NC3=C(N2)C=CC=C3)=C2C=C3C4=C(CC[N+]3=CC2=C1O)C=C1OCOC1=C4,berberine,0.218,-0.6615435063953952,c1cc(-c2nc3ccccc3[nH]2)c2cc3[n+](cc2c1)CCc1cc2c(cc1-3)OCO2,0.71121025,8.997834860305378,0.2542935272437298,588.0600000000002,95.92000000000002,1.0,8.0,4.0,2.1557000000000004,3.2965036480433145
ClC=1C=CC(=C(Cl)C1)C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)C=5C=NC=CC5,10.1039/c5ra23282a,8b,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0296015629625244,-1.528685357587024,c1ccc(-c2nc3cc(-c4nc(-c5cccnc5)no4)ccc3[nH]2)cc1,0.98696506,8.831672371174363,0.3753873867028437,422.27500000000015,69.63,0.0,6.0,3.0,5.659100000000004,2.3695270094333143
FC1=CC=CC(Cl)=C1C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)C=5C=CC=CC5Cl,10.1039/c5ra23282a,8c,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0142279245214295,-1.8468584473950007,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.9691701,8.844935591952018,0.3263752908455085,439.27700000000016,56.74,0.0,5.0,3.0,6.403200000000004,2.3976541758508922
ClC=1C=CC(=C(Cl)C1)C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)CC=5C=CC=C(Cl)C5,10.1039/c5ra23282a,8d,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.1064375562788578,-0.972905105060056,c1ccc(Cc2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.93682885,8.858125234884326,0.2889690715484203,469.7590000000002,56.74,0.0,5.0,4.0,6.841300000000004,2.4153298055902965
ClC=1C=CC(=C(Cl)C1)C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)C=5C=NC=CC5,10.1039/c5ra23282a,8g,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0296015629625244,-1.528685357587024,c1ccc(-c2nc3cc(-c4nc(-c5cccnc5)no4)ccc3[nH]2)cc1,0.98696506,8.831672371174363,0.3753873867028437,422.27500000000015,69.63,0.0,6.0,3.0,5.659100000000004,2.3695270094333143
ClC=1C=CC(=CC1)C2=NOC(=N2)C=3C=CC4=C(N=C(C=5C=CC(Cl)=CC5Cl)N4C)C3,10.1039/c5ra23282a,8h,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0548568018045693,-1.2607695157091687,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.9797816,8.844935591952018,0.2962203736570569,455.7320000000001,56.74,0.0,5.0,3.0,6.917500000000003,2.279469202684524
ClC1=CC=CC(=C1)CC2=NOC(=N2)C=3C=CC4=C(N=C(C=5C=CC=C(Cl)C5Cl)N4C)C3,10.1039/c5ra23282a,8i,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0532187781394289,-1.273935100724037,c1ccc(Cc2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.92670166,8.858125234884326,0.2889690715484205,469.7590000000001,56.74,0.0,5.0,4.0,6.841300000000003,2.462025570499545
FC1=CC=CC(Cl)=C1C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)C=5C=NC=CC5,10.1039/c5ra23282a,8l,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.1232073333004779,-0.9093634421947278,c1ccc(-c2nc3cc(-c4nc(-c5cccnc5)no4)ccc3[nH]2)cc1,0.94356954,8.831672371174363,0.4151362593055265,405.82000000000016,69.63,0.0,6.0,3.0,5.144800000000004,2.4434918445981477
FC=1C(Cl)=CC=CC1C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)C=5C=CC(Cl)=CC5,10.1039/c5ra23282a,8m,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.028455849042859,-1.54582845173102,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.96753603,8.844935591952018,0.3263752908455085,439.27700000000016,56.74,0.0,5.0,3.0,6.403200000000004,2.3700616892677075
O=S(=O)(C=1C=CC(=CC1)C2=NOC(=N2)C=3C=CC4=C(N=C(C=5C=CC=C(Cl)C5F)N4C)C3)C,10.1039/c5ra23282a,8o,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0258839900274163,-1.586968776174776,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.960572,8.884273883353071,0.3514499879035239,482.92400000000015,90.88,0.0,7.0,4.0,5.153300000000003,2.495687199244273
FC1=CC=CC(Cl)=C1C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)C=5C=CC(Cl)=CC5,10.1039/c5ra23282a,8a,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0071139622607147,-2.1478884430589824,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.9640092,8.844935591952018,0.3263752908455085,439.27700000000016,56.74,0.0,5.0,3.0,6.403200000000004,2.351713925403665
O=S(=O)(C=1C=CC(=CC1)C2=NOC(=N2)C=3C=CC4=C(N=C(C=5C(F)=CC=CC5Cl)N4C)C3)C,10.1039/c5ra23282a,8e,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0258839900274163,-1.586968776174776,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.95087296,8.884273883353071,0.3514499879035238,482.92400000000015,90.88,0.0,7.0,4.0,5.153300000000004,2.478720449864621
ClC=1C=CC(=CC1)C2=NOC(=N2)C=3C=CC4=C(N=C(C=5C=CC(Cl)=CC5Cl)N4C)C3,10.1039/c5ra23282a,8f,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0548568018045693,-1.2607695157091687,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.9797816,8.844935591952018,0.2962203736570569,455.7320000000001,56.74,0.0,5.0,3.0,6.917500000000003,2.279469202684524
O=S(=O)(C=1C=CC(=CC1)C2=NOC(=N2)C=3C=CC4=C(N=C(C=5C=CC(Cl)=CC5Cl)N4C)C3)C,10.1039/c5ra23282a,8j,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.012515544306028,-1.902550258004295,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.97455794,8.884273883353071,0.3166848420779795,499.3790000000002,90.88,0.0,7.0,4.0,5.667600000000004,2.4119135019738014
FC=1C(Cl)=CC=CC1C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)C=5C=CC(Cl)=CC5,10.1039/c5ra23282a,8k,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0071139622607147,-2.1478884430589824,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.96753603,8.844935591952018,0.3263752908455085,439.27700000000016,56.74,0.0,5.0,3.0,6.403200000000004,2.3700616892677075
FC=1C(Cl)=CC=CC1C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)CC=5C=CC=C(Cl)C5,10.1039/c5ra23282a,8n,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0068938284241921,-2.161539529653606,c1ccc(Cc2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.9291896,8.858125234884326,0.3193371649130827,453.3040000000002,56.74,0.0,5.0,4.0,6.327000000000004,2.5028686128504525
ClC=1C=CC(=CC1)C2=NOC(=N2)C=3C=CC4=C(N=C(C=5C=CC=C(Cl)C5Cl)N4C)C3,10.1039/c5ra23282a,8p,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0274284009022846,-1.56179951137315,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.9498039,8.844935591952018,0.2962203736570569,455.7320000000001,56.74,0.0,5.0,3.0,6.917500000000003,2.3277938896254895
ClC1=CC=CC(=C1Cl)C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)C=5C=NC=CC5,10.1039/c5ra23282a,8q,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0148007814812622,-1.829715353251005,c1ccc(-c2nc3cc(-c4nc(-c5cccnc5)no4)ccc3[nH]2)cc1,0.9567268,8.831672371174363,0.3753873867028437,422.27500000000015,69.63,0.0,6.0,3.0,5.659100000000004,2.419002284158587
ClC1=CC=CC(=C1Cl)C2=NC=3C=C(C=CC3N2C)C4=NC(=NO4)C=5C=CC=CC5Cl,10.1039/c5ra23282a,8r,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0068571002255711,-2.1638595027011127,c1ccc(-c2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.9617581,8.844935591952018,0.2962203736570569,455.7320000000002,56.74,0.0,5.0,3.0,6.917500000000004,2.3737341400727168
ClC1=CC=CC(=C1)CC2=NOC(=N2)C=3C=CC4=C(N=C(C=5C=CC=C(Cl)C5Cl)N4C)C3,10.1039/c5ra23282a,8s,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0066523472674286,-2.1770250877159807,c1ccc(Cc2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.92670166,8.858125234884326,0.2889690715484205,469.7590000000001,56.74,0.0,5.0,4.0,6.841300000000003,2.462025570499545
C1=C(C=CC(=C1)CC2=NOC(=N2)C3=CC4=C(C=C3)[N](C(=N4)C5=C(C(=CC=C5)Cl)Cl)C)[S](C)(=O)=O,10.1039/c5ra23282a,8t,CN1C2=C(C=C(C=C2)C2=NC=NO2)N=C1C1=CC=CC=C1,oxadiazole,0.0973888111942594,-1.0114909354798598,c1ccc(Cc2noc(-c3ccc4[nH]c(-c5ccccc5)nc4c3)n2)cc1,0.8951383,8.89722879283236,0.3043561637854357,513.4060000000002,90.88,0.0,7.0,5.0,5.591400000000005,2.5445123424230154
O=C(C=1C=CN=CC1)N2N=C(C3=NC=4C=CC=CC4N3)CC2C5=CC=C(O)C=C5,https://doi.org/10.3390/antibiotics10081002,3g,O=C(N1N=C(CC1C1=CC=CC=C1)C1=NC2=C(N1)C=CC=C2)C1=CC=NC=C1,pyrazole,0.0652041803704118,-1.1857245598876671,O=C(c1ccncc1)N1N=C(c2nc3ccccc3[nH]2)CC1c1ccccc1,0.7018268,8.99841176784298,0.5644845636597217,383.4110000000001,94.47,2.0,5.0,3.0,3.655000000000002,2.9084838295446556
O=C(C=1C=CN=CC1)N2N=C(C3=NC=4C=CC=CC4N3)CC2C5=CC=C(C=C5)C,https://doi.org/10.3390/antibiotics10081002,3h,O=C(N1N=C(CC1C1=CC=CC=C1)C1=NC2=C(N1)C=CC=C2)C1=CC=NC=C1,pyrazole,0.065541279208471,-1.1834850864849429,O=C(c1ccncc1)N1N=C(c2nc3ccccc3[nH]2)CC1c1ccccc1,0.44964984,8.99841176784298,0.5762080737885168,381.43900000000014,74.24000000000001,1.0,4.0,3.0,4.257820000000002,2.8389321553365114
N(=C\1/C2=C(N(N=C2C)C3=CC=CC=C3)OC1)\C=4NC=5C(N4)=CC=CC5,https://doi.org/10.3390/antibiotics10081002,10,N(=C\1/C2=C(N(N=C2C)C3=CC=CC=C3)OC1)\C=4NC=5C(N4)=CC=CC5,pyrazole,0.1518081873191584,-0.8187048054389102,c1ccc(-n2ncc3c2OC/C3=N\c2nc3ccccc3[nH]2)cc1,0.23357919,8.77795011680664,0.6111207666462797,329.36300000000006,68.09,1.0,5.0,2.0,3.5702200000000017,2.889663918089324
OC=1C=CC=CC1C2=NN(C=C2C3=NC=4C=CC=CC4N3)C5=NC=CC=C5,https://doi.org/10.3390/antibiotics10081002,28g,N1C=C(C=N1)C1=NC2=C(N1)C=CC=C2,pyrazole,0.1768609307129617,-0.7523680938835912,c1ccc(-c2nn(-c3ccccn3)cc2-c2nc3ccccc3[nH]2)cc1,0.8122044,8.804937509573431,0.5097806938325279,353.38500000000005,79.62,2.0,5.0,3.0,4.183200000000003,2.4003726926072524
C1(=CC5=C(C=C1)N=C(C3=C(C2=CC=C(C=C2)OC)[N]=C(S3)N4CCOCC4)[N]5)C,https://doi.org/10.1016/j.bioorg.2023.106538,6b,C1CN(CCO1)C1=NC(=C(S1)C1=NC2=C([N]1)C=CC=C2)C1=CC=CC=C1,"4-(1,3-thiazol-2-yl)morpholine",157.4,2.1970047280230456,c1ccc(-c2nc(N3CCOCC3)sc2C2=Nc3ccccc3[N]2)cc1,0.90193444,8.831672371174363,0.6496036260066697,405.5030000000002,61.05,0.0,6.0,4.0,4.291520000000004,2.8927065504805025
C1(=CC5=C(C=C1)N=C(C3=C(C2=CC=C(C=C2)OC)N=C(S3)N4CCOCC4)[N]5)Cl,https://doi.org/10.1016/j.bioorg.2023.106538,6d,C1CN(CCO1)C1=NC(=C(S1)C1=NC2=C([N]1)C=CC=C2)C1=CC=CC=C1,"4-(1,3-thiazol-2-yl)morpholine",149.9,2.1758016328482794,c1ccc(-c2nc(N3CCOCC3)sc2C2=Nc3ccccc3[N]2)cc1,0.8978512,8.831672371174363,0.6106896291882025,425.9210000000003,61.05,0.0,6.0,4.0,4.636500000000004,2.8986669124714517
C1(=CC5=C(C=C1)N=C(C3=C(C2=CC=C(C=C2)OC)N=C(S3)N4CCOCC4)[N]5)Br,https://doi.org/10.1016/j.bioorg.2023.106538,6e,C1CN(CCO1)C1=NC(=C(S1)C1=NC2=C([N]1)C=CC=C2)C1=CC=CC=C1,"4-(1,3-thiazol-2-yl)morpholine",33.9,1.530199698203082,c1ccc(-c2nc(N3CCOCC3)sc2C2=Nc3ccccc3[N]2)cc1,0.89029974,8.831672371174363,0.5526426151531834,470.3720000000002,61.05,0.0,6.0,4.0,4.745600000000004,2.945621663602674
C1=CC5=C(C=C1)N=C(C3=C(C2=CC(=CC=C2)OC)N=C(S3)N4CCOCC4)[N]5,https://doi.org/10.1016/j.bioorg.2023.106538,6f,C1CN(CCO1)C1=NC(=C(S1)C1=NC2=C([N]1)C=CC=C2)C1=CC=CC=C1,"4-(1,3-thiazol-2-yl)morpholine",163.2,2.212720154417842,c1ccc(-c2nc(N3CCOCC3)sc2C2=Nc3ccccc3[N]2)cc1,0.83240336,8.818338538521378,0.6748577968311938,391.4760000000002,61.05,0.0,6.0,4.0,3.983100000000004,2.860266117415213
C1(=CC5=C(C=C1)N=C(C3=C(C2=CC(=CC=C2)OC)N=C(S3)N4CCOCC4)[N]5)C,https://doi.org/10.1016/j.bioorg.2023.106538,6g,C1CN(CCO1)C1=NC(=C(S1)C1=NC2=C([N]1)C=CC=C2)C1=CC=CC=C1,"4-(1,3-thiazol-2-yl)morpholine",9.8,0.9912260756924948,c1ccc(-c2nc(N3CCOCC3)sc2C2=Nc3ccccc3[N]2)cc1,0.9345163,8.831672371174363,0.6496036260066697,405.5030000000002,61.05,0.0,6.0,4.0,4.291520000000004,2.9385112563628546
C1(=CC5=C(C=C1)N=C(C3=C(C2=CC(=CC=C2)OC)N=C(S3)N4CCOCC4)[N]5)F,https://doi.org/10.1016/j.bioorg.2023.106538,6h,C1CN(CCO1)C1=NC(=C(S1)C1=NC2=C([N]1)C=CC=C2)C1=CC=CC=C1,"4-(1,3-thiazol-2-yl)morpholine",38.9,1.5899496013257075,c1ccc(-c2nc(N3CCOCC3)sc2C2=Nc3ccccc3[N]2)cc1,0.93328416,8.831672371174363,0.6503434051286263,409.4660000000002,61.05,0.0,6.0,4.0,4.122200000000005,2.96330401654385
C1(=CC5=C(C=C1)N=C(C3=C(C2=CC(=CC=C2)OC)N=C(S3)N4CCOCC4)[N]5)Cl,https://doi.org/10.1016/j.bioorg.2023.106538,6i,C1CN(CCO1)C1=NC(=C(S1)C1=NC2=C([N]1)C=CC=C2)C1=CC=CC=C1,"4-(1,3-thiazol-2-yl)morpholine",149.9,2.1758016328482794,c1ccc(-c2nc(N3CCOCC3)sc2C2=Nc3ccccc3[N]2)cc1,0.87614065,8.831672371174363,0.6106896291882025,425.9210000000003,61.05,0.0,6.0,4.0,4.636500000000004,2.9444716183538056
C1(=CC5=C(C=C1)N=C(C3=C(C2=CC(=CC=C2)OC)N=C(S3)N4CCOCC4)[N]5)Br,https://doi.org/10.1016/j.bioorg.2023.106538,6j,C1CN(CCO1)C1=NC(=C(S1)C1=NC2=C([N]1)C=CC=C2)C1=CC=CC=C1,"4-(1,3-thiazol-2-yl)morpholine",135.7,2.132579847659737,c1ccc(-c2nc(N3CCOCC3)sc2C2=Nc3ccccc3[N]2)cc1,0.88517827,8.831672371174363,0.5526426151531834,470.3720000000002,61.05,0.0,6.0,4.0,4.745600000000004,2.9914263694850263
C1=CC5=C(C=C1)N=C(C3=C(C2=CC=C(C=C2)Cl)N=C(S3)N4CCOCC4)[N]5,https://doi.org/10.1016/j.bioorg.2023.106538,6k,C1CN(CCO1)C1=NC(=C(S1)C1=NC2=C([N]1)C=CC=C2)C1=CC=CC=C1,"4-(1,3-thiazol-2-yl)morpholine",80.7,1.9068735347220704,c1ccc(-c2nc(N3CCOCC3)sc2C2=Nc3ccccc3[N]2)cc1,0.91396534,8.804937509573431,0.6493402289456239,395.8950000000002,51.82,0.0,5.0,3.0,4.627900000000004,2.84413673106879
C1(=CC5=C(C=C1)N=C(C3=C(C2=CC=C(C=C2)Cl)N=C(S3)N4CCOCC4)[N]5)F,https://doi.org/10.1016/j.bioorg.2023.106538,6m,C1CN(CCO1)C1=NC(=C(S1)C1=NC2=C([N]1)C=CC=C2)C1=CC=CC=C1,"4-(1,3-thiazol-2-yl)morpholine",77.2,1.887617300335736,c1ccc(-c2nc(N3CCOCC3)sc2C2=Nc3ccccc3[N]2)cc1,0.88890696,8.818338538521378,0.6212418369215439,413.8850000000002,51.82,0.0,5.0,3.0,4.767000000000004,2.949235874869043
FC(F)(F)C=1C=C(N=C(C1)N2CCC(C3=NC=4C=CC=CC4N3CC)CC2)C=5C=CC=CC5,http://dx.doi.org/10.2174/1570180811666140725185713,5a,FC(F)(F)C1=CC(=NC=C1)N1CCC(CC1)C1=NC2=C(N1)C=CC=C2,piperidine,0.020809841334671,-1.6817312310685035,c1ccc(-c2cccc(N3CCC(c4nc5ccccc5[nH]4)CC3)n2)cc1,0.9927295,8.884273883353071,0.3549126383639694,450.5080000000002,33.95,0.0,4.0,4.0,6.521000000000006,2.4118990211066205
FC(F)(F)C=1C=C(N=C(C1)C)N2CCC(C3=NC=4C=CC(Cl)=CC4N3)CC2,http://dx.doi.org/10.2174/1570180811666140725185713,4h,FC(F)(F)C1=CC(=NC=C1)N1CCC(CC1)C1=NC2=C(N1)C=CC=C2,piperidine,0.189956132797066,-0.7213466805408012,c1ccc(N2CCC(c3nc4ccccc4[nH]3)CC2)nc1,0.99734855,8.804937509573431,0.6391794678350036,394.82800000000015,44.81,1.0,3.0,2.0,5.322520000000003,2.5034816298542157
N=1N=C(SC1NC)C=2C=CC(=CC2)C3=NC=4C=C(C(=CC4N3)C)C,https://doi.org/10.1021/acsomega.2c06142?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,5a,N=1N=C(SC1NC)C=2C=CC(=CC2)C3=NC=4C=C(C(=CC4N3)C)C,thiadiazole,0.3726493280387316,-0.4286996575528344,c1ccc2[nH]c(-c3ccc(-c4nncs4)cc3)nc2c1,0.984983,8.764373377666843,0.5819404621924036,335.4360000000001,66.49000000000001,2.0,5.0,3.0,4.406940000000002,2.362748523053563
ClCCNC1=NN=C(S1)C=2C=CC(=CC2)C3=NC=4C=C(C(=CC4N3)C)C,https://doi.org/10.1021/acsomega.2c06142?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,5c,N=1N=C(SC1NC)C=2C=CC(=CC2)C3=NC=4C=C(C(=CC4N3)C)C,thiadiazole,0.1627994206945413,-0.7883471448375525,c1ccc2[nH]c(-c3ccc(-c4nncs4)cc3)nc2c1,0.9802269,8.791473205437047,0.4748868497632302,383.9080000000001,66.49000000000001,2.0,5.0,5.0,5.015940000000003,2.49197225869443
N=1N=C(SC1NC(C)C)C=2C=CC(=CC2)C3=NC=4C=C(C(=CC4N3)C)C,https://doi.org/10.1021/acsomega.2c06142?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,5f,N=1N=C(SC1NC)C=2C=CC(=CC2)C3=NC=4C=C(C(=CC4N3)C)C,thiadiazole,0.042986051885884,-1.366672441436006,c1ccc2[nH]c(-c3ccc(-c4nncs4)cc3)nc2c1,0.97842556,8.791473205437047,0.5237903369864196,363.4900000000001,66.49000000000001,2.0,5.0,4.0,5.185540000000004,2.411018886553059
N=1N=C(SC1NCCC)C=2C=CC(=CC2)C3=NC=4C=C(C(=CC4N3)C)C,https://doi.org/10.1021/acsomega.2c06142?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,5g,N=1N=C(SC1NC)C=2C=CC(=CC2)C3=NC=4C=C(C(=CC4N3)C)C,thiadiazole,0.042986051885884,-1.366672441436006,c1ccc2[nH]c(-c3ccc(-c4nncs4)cc3)nc2c1,0.98476493,8.791473205437047,0.5121270995999798,363.4900000000001,66.49000000000001,2.0,5.0,5.0,5.187140000000004,2.357225181771353
